CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
WBA000122,application,Web Based Application,WBS000298,IM0023116,Closed,5,5,5,0.550545646,incident,KM0001552,closed,1,19-12-2013 14:36,,06-01-2014 13:21,06-01-2014 13:21,"1,64,25,27,778",Other,1,SD0068579,,,
APP000005,application,Citrix,WBS000292,IM0023117,Closed,4,4,4,0.801848838,incident,KM0001058,closed,0,19-12-2013 14:37,,02-01-2014 09:02,02-01-2014 09:02,"4,90,22,22,222",Other,1,SD0068586,,,
SUB000455,subapplication,Web Based Application,WBS000073,IM0023118,Closed,4,4,4,0.949423236,incident,KM0001728,closed,0,19-12-2013 14:42,,19-12-2013 15:41,19-12-2013 15:41,"0,990555556",Other,1,SD0068592,,,
SBA000689,application,Server Based Application,WBS000228,IM0023120,Closed,5,5,5,0.626956202,request for information,KM0000656,closed,0,19-12-2013 14:52,,19-12-2013 15:27,19-12-2013 15:27,"0,585277778",No error - works as designed,1,SD0068598,,,
WBA000133,application,Web Based Application,WBS000073,IM0023121,Closed,4,4,4,0.169364075,incident,KM0001152,closed,3,19-12-2013 14:53,,23-12-2013 13:11,23-12-2013 13:11,"1,85,30,55,556",Operator error,1,SD0068595,,,
WBA000082,application,Web Based Application,WBS000055,IM0023122,Closed,4,4,4,0.331986056,incident,KM0000401,closed,1,19-12-2013 14:53,,25-03-2014 10:03,25-03-2014 10:03,"67,76,725",Other,1,SD0068597,,,
DTA000016,application,Desktop Application,WBS000096,IM0023123,Closed,4,4,4,0.811722282,incident,KM0001026,closed,0,19-12-2013 14:53,,20-12-2013 12:53,20-12-2013 12:54,"4,82,16,66,667",Software,1,SD0068596,,,
WBA000131,application,Web Based Application,WBS000073,IM0023124,Closed,5,5,5,0.94096065,request for information,KM0000346,closed,0,19-12-2013 15:08,,23-12-2013 06:25,23-12-2013 06:26,"1,33,64,72,222",Other,1,SD0068599,,,
SBA000058,application,Server Based Application,WBS000256,IM0023125,Closed,5,5,5,0.019245114,incident,KM0001300,closed,3,19-12-2013 15:30,,30-12-2013 15:13,30-12-2013 15:13,"5,22,13,33,333",Unknown,1,SD0068611,,,
LAP000008,computer,Laptop,WBS000091,IM0023126,Closed,5,5,5,0.789381256,incident,KM0001444,closed,0,19-12-2013 15:31,,27-12-2013 10:17,27-12-2013 10:17,"3,67,675",Hardware,1,SD0068608,,,
WBA000133,application,Web Based Application,WBS000073,IM0023127,Closed,5,5,5,0.111614596,incident,KM0002050,closed,3,19-12-2013 15:35,,23-12-2013 13:59,23-12-2013 13:59,"1,93,99,16,667",Other,1,SD0068609,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0023128,Closed,4,4,4,0.466132753,incident,KM0000702,closed,0,19-12-2013 15:39,,19-12-2013 15:58,19-12-2013 15:58,"0,313333333",Software,1,SD0068615,,,
DTA000047,application,Desktop Application,WBS000212,IM0023129,Closed,5,5,5,0.536062267,incident,KM0001468,closed,2,19-12-2013 15:45,,20-01-2014 11:07,20-01-2014 11:07,"1,93,59,22,222",Software,1,SD0068613,,,
SBA000439,application,Server Based Application,WBS000219,IM0023130,Closed,5,5,5,0.130802525,request for information,KM0002017,closed,0,19-12-2013 15:55,,23-12-2013 10:52,23-12-2013 10:52,"1,59,63,33,333",Software,1,SD0068769,,,
SBA000439,application,Server Based Application,WBS000219,IM0023131,Closed,5,5,5,0.444920818,request for information,KM0001854,closed,0,19-12-2013 16:10,,27-12-2013 09:28,27-12-2013 09:28,"1,82,81,94,444",Other,1,SD0068771,,,
SBA000689,application,Server Based Application,WBS000228,IM0023132,Closed,5,5,5,0.721246622,request for information,KM0000656,closed,0,19-12-2013 16:13,,19-12-2013 16:43,19-12-2013 16:44,"0,507777778",No error - works as designed,1,SD0068776,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0023133,Closed,4,4,4,0.743703834,incident,KM0002186,closed,1,19-12-2013 16:22,,20-12-2013 15:45,20-12-2013 15:45,"9,89,13,88,889",Other,1,SD0068779,,,
LAP001837,computer,Laptop,WBS000091,IM0023134,Closed,5,5,5,0.720798287,incident,KM0001444,closed,0,19-12-2013 16:28,,19-12-2013 16:33,19-12-2013 16:34,"0,086111111",Software,1,SD0068783,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0023135,Closed,4,4,4,0.438436768,incident,KM0000755,closed,0,19-12-2013 16:32,,20-12-2013 12:22,20-12-2013 12:22,"1,46,52,77,778",Other,1,SD0068784,,,
SUB000002,subapplication,Citrix,WBS000098,IM0023136,Closed,4,4,4,0.476781845,incident,KM0001435,closed,1,19-12-2013 16:33,,27-12-2013 10:59,27-12-2013 11:00,"3,64,41,94,444",Software,1,SD0068780,,,
CBD001208,computer,Banking Device,WBS000146,IM0023137,Closed,4,4,4,0.278297853,incident,KM0000281,closed,0,19-12-2013 16:36,,20-12-2013 11:34,20-12-2013 11:34,"5,46,22,22,222",Hardware,1,SD0068788,,,
CBD001208,computer,Banking Device,WBS000146,IM0023138,Closed,4,4,4,0.152379528,incident,KM0000274,closed,0,19-12-2013 16:37,,,20-12-2013 12:19,"6,20,63,88,889",,1,SD0068785,,,
SUB000426,subapplication,Web Based Application,WBS000073,IM0023139,Closed,5,5,5,0.487168772,incident,KM0001834,closed,4,19-12-2013 16:41,,23-12-2013 11:10,23-12-2013 11:10,"8,65,05,55,556",Other,1,SD0068786,,,
SBA000689,application,Server Based Application,WBS000228,IM0023140,Closed,5,5,5,0.673740847,request for information,KM0000656,closed,0,19-12-2013 16:47,,19-12-2013 17:16,19-12-2013 17:16,"0,489722222",Other,1,SD0068789,,,
SAN000182,storage,SAN,WBS000128,IM0023141,Closed,4,4,4,0.054784279,incident,KM0002125,closed,0,19-12-2013 16:51,,02-01-2014 10:51,02-01-2014 10:51,"6,74,94,16,667",Software,1,SD0068792,,,
SBA000607,application,Server Based Application,WBS000263,IM0023142,Closed,4,4,4,0.138395453,incident,KM0001106,closed,1,19-12-2013 16:54,,20-12-2013 11:41,20-12-2013 11:42,"5,30,13,88,889",Other,1,SD0068793,,,
SBA000439,application,Server Based Application,WBS000219,IM0023143,Closed,5,5,5,0.370689434,request for information,KM0001851,closed,0,19-12-2013 16:59,,23-12-2013 09:18,23-12-2013 09:18,"1,33,21,94,444",Software,1,SD0068787,,,
SBA000607,application,Server Based Application,WBS000263,IM0023144,Closed,4,4,4,0.377255951,incident,KM0001106,closed,1,19-12-2013 15:55,,19-12-2013 16:17,19-12-2013 16:17,"0,357777778",Other,1,SD0068834,,,
SBA000054,application,Server Based Application,WBS000013,IM0023145,Closed,3,3,3,0.179748954,incident,KM0000052,closed,0,19-12-2013 16:24,,19-12-2013 16:42,19-12-2013 16:42,"0,300833333",Other,1,SD0068843,,,
WBA000044,application,Web Based Application,WBS000037,IM0023146,Closed,3,3,3,0.731488856,incident,KM0000286,closed,0,19-12-2013 16:25,,19-12-2013 17:18,19-12-2013 17:18,"0,889166667",Other,1,SD0068845,,,
SBA000459,application,Server Based Application,WBS000073,IM0023147,Closed,4,4,4,0.816306612,incident,KM0002188,closed,3,19-12-2013 16:26,,20-12-2013 13:31,20-12-2013 13:33,"7,60,91,66,667",Software,1,SD0068840,,,
WBA000044,application,Web Based Application,WBS000037,IM0023148,Closed,3,3,3,0.425328903,incident,KM0000286,closed,0,19-12-2013 16:26,,19-12-2013 17:19,19-12-2013 17:19,"0,879166667",Other,1,SD0068846,,,
SUB000002,subapplication,Citrix,WBS000098,IM0023149,Closed,4,4,4,0.37842988,incident,KM0001435,closed,0,19-12-2013 16:27,,24-12-2013 14:43,24-12-2013 14:44,"2,97,91,38,889",Software,1,SD0068841,,,
WBA000044,application,Web Based Application,WBS000037,IM0023150,Closed,3,3,3,0.358890796,incident,KM0000286,closed,0,19-12-2013 16:27,,19-12-2013 17:20,19-12-2013 17:20,"0,879444444",Other,1,SD0068847,,,
WBA000043,application,Web Based Application,WBS000044,IM0023151,Closed,4,4,4,0.086561218,incident,KM0000285,closed,0,19-12-2013 16:31,,20-12-2013 13:38,20-12-2013 13:38,"7,61,88,88,889",No error - works as designed,1,SD0068848,,,
SBA000462,application,Server Based Application,WBS000073,IM0023152,Closed,4,4,4,0.511232135,incident,KM0001363,closed,0,19-12-2013 16:39,06-01-2014 15:51,06-01-2014 16:20,06-01-2014 16:20,"18,125",Other,3,#MULTIVALUE,,,
CBA000014,application,Client Based Application,WBS000073,IM0023153,Closed,4,4,4,0.461211698,incident,KM0002179,closed,1,19-12-2013 16:43,,20-12-2013 15:47,20-12-2013 15:48,"9,57,52,77,778",Referred,1,SD0068852,,,
CBA000014,application,Client Based Application,WBS000073,IM0023154,Closed,4,4,4,0.013365093,incident,KM0001346,closed,3,19-12-2013 17:14,,23-12-2013 14:41,23-12-2013 14:43,"1,84,68,33,333",Software,1,SD0068855,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0023155,Closed,4,4,4,0.022214573,incident,KM0000702,closed,0,19-12-2013 17:25,,20-12-2013 08:48,20-12-2013 08:48,"1,89",Software,1,SD0068856,,,
CNT000026,storage,Controller,WBS000204,IM0023156,Closed,3,3,3,0.191068824,incident,KM0001141,closed,0,20-12-2013 08:02,,23-12-2013 07:35,23-12-2013 07:36,"0,498611111",Hardware,1,SD0068858,,,
SUB000002,subapplication,Citrix,WBS000098,IM0023157,Closed,4,4,4,0.426822564,incident,KM0001435,closed,6,20-12-2013 08:17,,27-12-2013 17:20,27-12-2013 17:20,"3,44,67,22,222",Software,1,SD0068859,,,
LAP000013,computer,Laptop,WBS000091,IM0023158,Closed,5,5,5,0.463462287,incident,KM0001447,closed,0,20-12-2013 08:54,,02-01-2014 14:30,02-01-2014 14:30,"6,86,08,05,556",Hardware,1,SD0068865,,,
SBA000458,application,Server Based Application,WBS000073,IM0023159,Closed,4,4,4,0.682476616,incident,KM0001539,closed,1,20-12-2013 09:22,,24-12-2013 14:31,24-12-2013 14:31,"2,61,43,05,556",User manual not used,1,SD0068880,,,
SBA000782,application,Server Based Application,WBS000043,IM0023160,Closed,4,4,4,0.387426407,incident,KM0000220,closed,1,20-12-2013 09:34,,20-12-2013 09:37,20-12-2013 09:38,"0,059444444",Software,1,SD0068885,,,
LAP001086,computer,Laptop,WBS000091,IM0023161,Closed,4,4,4,0.633541939,incident,KM0001968,closed,2,20-12-2013 09:35,,08-01-2014 10:26,08-01-2014 10:26,"9,78,98,61,111",Hardware,3,#MULTIVALUE,,,
SBA000607,application,Server Based Application,WBS000263,IM0023162,Closed,4,4,4,0.918104611,incident,KM0001106,closed,5,20-12-2013 09:42,23-12-2013 09:42,23-12-2013 13:20,23-12-2013 13:20,"1,02,19,44,444",Other,2,#MULTIVALUE,,,
EXC000004,application,Exchange,WBS000094,IM0023163,Closed,5,5,5,0.932829755,request for information,KM0001237,closed,1,20-12-2013 09:46,,24-12-2013 09:34,24-12-2013 09:34,"2,08,01,94,444",Software,1,SD0068881,,,
WBA000008,application,Web Based Application,WBS000167,IM0023164,Closed,5,5,5,0.016994308,incident,KM0000072,closed,2,20-12-2013 09:48,,20-01-2014 14:07,20-01-2014 14:10,"1,93,37,41,667",Software,1,SD0068889,,,
SBA000759,application,Server Based Application,WBS000296,IM0023165,Closed,5,5,5,0.190741512,request for information,KM0001032,closed,1,20-12-2013 10:11,,02-01-2014 17:28,02-01-2014 17:28,"6,43,80,83,333",Inquiry,1,SD0068904,,,
SBA000689,application,Server Based Application,WBS000228,IM0023166,Closed,5,5,5,0.906880729,request for information,KM0000656,closed,0,20-12-2013 10:12,,20-12-2013 10:23,20-12-2013 10:23,"0,187222222",No error - works as designed,1,SD0069200,,,
SBA000263,application,Server Based Application,WBS000072,IM0023167,Closed,5,5,5,0.513968258,request for information,KM0001116,closed,0,20-12-2013 10:22,,20-12-2013 10:23,20-12-2013 10:23,"0,016666667",Other,1,SD0069210,,,
SBA000439,application,Server Based Application,WBS000219,IM0023168,Closed,5,5,5,0.677024142,request for information,KM0002018,closed,1,20-12-2013 10:23,,20-12-2013 11:12,20-12-2013 11:12,"0,811388889",Software,1,SD0069208,,,
SBA000263,application,Server Based Application,WBS000072,IM0023169,Closed,5,5,5,0.356587619,request for information,KM0001113,closed,5,20-12-2013 10:26,,23-12-2013 08:11,23-12-2013 08:11,"8,23,63,88,889",Other,1,SD0069215,,,
SBA000131,application,Server Based Application,WBS000023,IM0023170,Closed,3,3,3,0.123430113,incident,KM0000940,closed,0,20-12-2013 10:40,,20-12-2013 10:51,20-12-2013 10:51,"0,183333333",User error,1,SD0069218,,,
SBA000263,application,Server Based Application,WBS000072,IM0023171,Closed,5,5,5,0.371034984,request for information,KM0001113,closed,1,20-12-2013 10:40,,11-02-2014 16:53,11-02-2014 16:54,"3,63,23,55,556",Other,1,SD0069222,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0023172,Closed,4,4,4,0.84276306,incident,KM0000741,closed,0,20-12-2013 10:50,,20-12-2013 14:58,20-12-2013 14:58,"0,750555556",Unknown,1,SD0069219,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0023173,Closed,4,4,4,0.525640228,incident,KM0000751,closed,0,20-12-2013 10:51,,20-12-2013 11:20,20-12-2013 11:20,"0,4875",User error,1,SD0069226,,,
SBA000782,application,Server Based Application,WBS000043,IM0023174,Closed,5,5,5,0.891403808,incident,KM0000216,closed,1,20-12-2013 10:51,,23-12-2013 09:58,23-12-2013 09:58,"9,62,16,66,667",Other,1,SD0069227,,,
LAP001837,computer,Laptop,WBS000091,IM0023175,Closed,5,5,5,0.607435779,incident,KM0001444,closed,0,19-12-2013 16:45,,20-12-2013 12:44,20-12-2013 12:44,"6,36,22,22,222",Software,1,SD0068922,,,
SBA000054,application,Server Based Application,WBS000013,IM0023176,Closed,NS,3,NA,0.040211082,incident,KM0000052,closed,0,19-12-2013 16:50,,19-12-2013 17:01,19-12-2013 17:01,"0,183055556",Other,1,SD0068924,,,
SBA000464,application,Server Based Application,WBS000073,IM0023177,Closed,4,4,4,0.542027563,incident,KM0001369,closed,1,19-12-2013 17:01,,20-12-2013 12:32,20-12-2013 12:32,"6,00,80,55,556",No error - works as designed,1,SD0068917,,,
DTA000045,application,Desktop Application,WBS000089,IM0023178,Closed,3,3,3,0.279805317,incident,KM0001167,closed,2,19-12-2013 17:02,,23-12-2013 09:46,23-12-2013 09:47,"1,09,72,77,778",Other,1,SD0068925,,,
LAP000011,computer,Laptop,WBS000091,IM0023179,Closed,5,5,5,0.576711306,incident,KM0001444,closed,0,19-12-2013 17:51,,24-12-2013 09:58,24-12-2013 09:58,"2,36,20,55,556",Hardware,1,SD0068928,,,
WBA000001,application,Web Based Application,WBS000107,IM0023180,Closed,3,3,3,0.255936179,incident,KM0000557,closed,0,20-12-2013 07:23,,20-12-2013 11:13,20-12-2013 11:13,"3,72,52,77,778",Other,1,SD0068932,,,
LAP000012,computer,Laptop,WBS000091,IM0023181,Closed,5,5,5,0.316129825,incident,KM0001444,closed,1,20-12-2013 07:27,,20-12-2013 15:25,20-12-2013 15:26,0,Software,1,SD0068931,,,
SBA000594,application,Server Based Application,WBS000314,IM0023182,Closed,3,3,3,0.779677919,incident,KM0001431,closed,0,20-12-2013 07:49,,,16-01-2014 09:18,"0,154444444",Other,1,SD0068933,,,
SBA000609,application,Server Based Application,WBS000263,IM0023183,Closed,5,5,5,0.951304613,request for information,KM0001825,closed,2,20-12-2013 08:15,,10-01-2014 09:40,10-01-2014 09:40,"2,76,075",Questions,1,SD0068935,,,
MON00015,displaydevice,Monitor,WBS000091,IM0023184,Closed,5,4,4,0.82473455,request for information,KM0002039,closed,1,20-12-2013 08:32,,20-12-2013 08:47,20-12-2013 08:48,"0,262777778",Software,1,SD0068938,,,
SBA000607,application,Server Based Application,WBS000263,IM0023185,Closed,4,4,4,0.75126685,incident,KM0000592,closed,2,20-12-2013 08:39,,20-12-2013 15:10,20-12-2013 15:10,"6,51,27,77,778",Other,1,SD0068941,,,
SBA000439,application,Server Based Application,WBS000219,IM0023186,Closed,5,5,5,0.343896023,request for information,KM0001851,closed,0,20-12-2013 08:43,,03-01-2014 08:43,03-01-2014 08:43,"0,028055556",Other,1,SD0068942,,,
CBD000852,computer,Banking Device,WBS000146,IM0023187,Closed,4,4,4,0.481158677,incident,KM0000272,closed,0,20-12-2013 08:56,,20-12-2013 09:35,20-12-2013 09:35,"0,656388889",Other,1,SD0068948,,,
DTA000616,application,Desktop Application,WBS000092,IM0023188,Closed,3,3,3,0.31337491,incident,KM0001373,closed,1,20-12-2013 08:58,,20-12-2013 15:59,20-12-2013 16:00,"0,043611111",Other,1,SD0068953,,,
SBA000607,application,Server Based Application,WBS000263,IM0023189,Closed,4,4,4,0.658667204,incident,KM0000592,closed,2,20-12-2013 08:59,,20-12-2013 12:02,20-12-2013 12:02,"3,04,52,77,778",Other,1,SD0068954,,,
SBA000659,application,Server Based Application,WBS000128,IM0023190,Closed,4,4,4,0.306515082,incident,KM0002059,closed,0,20-12-2013 09:09,,20-12-2013 11:42,20-12-2013 11:42,"2,55,38,88,889",Other,1,SD0068961,,,
SBA000142,application,Server Based Application,WBS000199,IM0023191,Closed,4,4,4,0.365938006,incident,KM0001220,closed,1,20-12-2013 09:16,,20-12-2013 09:53,20-12-2013 09:53,"0,626944444",Other,1,SD0068956,,,
WBA000058,application,Web Based Application,WBS000073,IM0023192,Closed,4,4,4,0.558712895,incident,KM0000819,closed,0,20-12-2013 09:22,,20-12-2013 10:13,20-12-2013 10:13,"0,853055556",Other,1,SD0068963,,,
LSR000160,computer,Linux Server,WBS000161,IM0023193,Closed,5,5,5,0.71283066,incident,KM0000571,closed,0,20-12-2013 09:55,,20-12-2013 10:42,20-12-2013 10:43,"0,811666667",Operator error,1,SD0069134,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0023194,Closed,4,4,4,0.614796219,incident,KM0000738,closed,1,20-12-2013 10:02,20-12-2013 14:56,20-12-2013 15:39,20-12-2013 15:39,"4,28,13,88,889",Software,2,#MULTIVALUE,1,,
SBA000607,application,Server Based Application,WBS000263,IM0023195,Closed,4,4,4,0.652999955,incident,KM0001106,closed,3,20-12-2013 10:08,,20-12-2013 14:30,20-12-2013 14:37,"4,47,77,77,778",Other,1,SD0069137,,,
SBA000834,application,Server Based Application,WBS000223,IM0023196,Closed,4,4,4,0.290532543,incident,KM0000979,closed,0,20-12-2013 10:12,,23-12-2013 12:24,23-12-2013 12:24,"1,27,01,94,444",Unknown,1,SD0069136,,,
SBA000173,application,Server Based Application,WBS000163,IM0023197,Closed,3,3,3,0.442325413,incident,KM0000940,closed,0,20-12-2013 10:28,,20-12-2013 10:38,20-12-2013 10:38,"0,169166667",User error,1,SD0069142,,,
SBA000665,application,Server Based Application,WBS000122,IM0023198,Closed,5,5,5,0.222063857,incident,KM0000602,closed,6,20-12-2013 10:44,,02-01-2014 11:54,02-01-2014 11:54,"4,67,63,88,889",Software,1,SD0069150,,,
SUB000508,subapplication,Web Based Application,WBS000162,IM0023199,Closed,4,4,4,0.971673206,incident,KM0000553,closed,3,20-12-2013 10:55,,31-12-2013 13:42,31-12-2013 13:42,"5,52,98,05,556",Other,1,SD0069156,,,
CBD000512,computer,Banking Device,WBS000146,IM0023200,Closed,4,4,4,0.599027038,incident,KM0000274,closed,0,20-12-2013 11:07,,,20-12-2013 13:32,"2,42,63,88,889",,1,SD0069166,,,
SBA000462,application,Server Based Application,WBS000073,IM0023201,Closed,4,4,4,0.440527413,incident,KM0001829,closed,0,20-12-2013 11:15,,20-12-2013 12:30,20-12-2013 12:30,"1,24,80,55,556",Other,1,SD0069168,,,
DTA000025,application,Desktop Application,WBS000110,IM0023202,Closed,4,4,4,0.331540267,incident,KM0001094,closed,1,20-12-2013 11:26,,30-12-2013 15:27,30-12-2013 15:27,"4,60,28,33,333",Hardware,1,SD0069175,,,
WBA000001,application,Web Based Application,WBS000107,IM0023203,Closed,3,3,3,0.909257987,incident,KM0000557,closed,0,20-12-2013 11:38,,20-12-2013 11:48,20-12-2013 11:48,"0,176666667",Unknown,1,SD0069173,,,
CBD000318,computer,Banking Device,WBS000146,IM0023204,Closed,2,2,2,0.891885076,incident,KM0000274,closed,0,20-12-2013 11:41,,,20-12-2013 15:52,"4,18,22,22,222",Other,1,SD0069182,,,
SBA000263,application,Server Based Application,WBS000072,IM0023205,Closed,5,5,5,0.331934411,request for information,KM0000244,closed,2,20-12-2013 11:48,,20-12-2013 16:51,20-12-2013 16:51,"5,04,52,77,778",Other,1,SD0069187,,,
SBA000427,application,Server Based Application,WBS000307,IM0023206,Closed,3,3,3,0.260239227,incident,KM0001350,closed,0,20-12-2013 12:02,,20-12-2013 17:51,20-12-2013 17:51,"5,82,19,44,444",Data,1,SD0069196,1,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0023207,Closed,4,4,4,0.232978577,incident,KM0001179,closed,0,20-12-2013 12:03,,20-12-2013 12:10,20-12-2013 12:10,"0,119722222",Software,1,SD0069193,,,
DTA000412,application,Desktop Application,WBS000135,IM0023208,Closed,4,4,4,0.925873761,request for information,KM0000872,closed,2,20-12-2013 12:04,,23-12-2013 10:22,23-12-2013 10:23,"8,82,30,55,556",Other,1,SD0069190,,,
WBA000082,application,Web Based Application,WBS000055,IM0023209,Closed,4,4,4,0.834139182,incident,KM0000401,closed,1,20-12-2013 12:11,,25-03-2014 12:31,25-03-2014 12:32,"6,72,34,41,667",Other,1,SD0069191,,,
KYB000002,hardware,Keyboard,WBS000091,IM0023210,Closed,5,5,5,0.002466564,incident,KM0000315,closed,0,19-12-2013 17:00,,03-01-2014 08:42,03-01-2014 08:42,"0,008055556",Other,1,SD0068756,,,
WBA000058,application,Web Based Application,WBS000073,IM0023211,Closed,4,4,4,0.204324326,incident,KM0002043,closed,0,19-12-2013 19:15,,20-12-2013 12:22,20-12-2013 12:22,0,Other,1,SD0068763,,,
COM000003,computer,Omgeving,WBS000098,IM0023212,Closed,4,4,4,0.766804861,incident,KM0000917,closed,0,19-12-2013 20:10,,20-12-2013 10:10,20-12-2013 10:10,0,Other,1,SD0068982,,,
SBA000427,application,Server Based Application,WBS000307,IM0023213,Closed,3,3,3,0.546770619,incident,KM0001350,closed,2,20-12-2013 05:05,,20-12-2013 08:48,20-12-2013 08:49,"1,32,36,11,111",Other,1,SD0068983,,,
SBA000689,application,Server Based Application,WBS000228,IM0023214,Closed,5,5,5,0.198817973,request for information,KM0000656,closed,0,20-12-2013 06:46,,20-12-2013 08:29,20-12-2013 08:29,"0,561944444",No error - works as designed,1,SD0068984,,,
WBA000001,application,Web Based Application,WBS000107,IM0023215,Closed,3,3,3,0.520692608,incident,KM0000557,closed,0,20-12-2013 07:40,,20-12-2013 11:25,20-12-2013 11:25,"3,75,08,33,333",Unknown,1,SD0068985,,,
DTA000616,application,Desktop Application,WBS000089,IM0023216,Closed,5,5,5,0.86788857,incident,KM0001444,closed,2,20-12-2013 08:07,,02-01-2014 11:00,02-01-2014 11:00,"1,91,53,88,889",Hardware,1,SD0068987,,,
SBA000689,application,Server Based Application,WBS000228,IM0023217,Closed,5,5,5,0.642449691,request for information,KM0000656,closed,0,20-12-2013 08:42,,20-12-2013 08:46,20-12-2013 08:46,"0,069166667",No error - works as designed,1,SD0068997,,,
SBA000028,application,Server Based Application,WBS000030,IM0023218,Closed,5,5,5,0.786670707,incident,KM0000167,closed,2,20-12-2013 08:55,,11-02-2014 11:44,11-02-2014 11:45,"3,59,84,02,778",Other,1,SD0069000,,,
LAP000013,computer,Laptop,WBS000091,IM0023219,Closed,5,5,5,0.394231201,incident,KM0001447,closed,0,20-12-2013 09:07,,24-12-2013 11:52,24-12-2013 11:53,"2,37,60,83,333",Hardware,1,SD0069006,,,
SBA000609,application,Server Based Application,WBS000263,IM0023220,Closed,5,5,5,0.235530259,request for information,KM0001825,closed,1,20-12-2013 09:12,,20-12-2013 09:41,20-12-2013 09:41,"0,482222222",Other,1,SD0069010,,,
DTA000027,application,Desktop Application,WBS000217,IM0023221,Closed,NS,3,NA,0.273947118,incident,KM0001145,closed,1,20-12-2013 09:16,,31-12-2013 13:08,31-12-2013 13:08,"0,020833333",Unknown,1,SD0069008,,,
DTA000616,application,Desktop Application,WBS000092,IM0023222,Closed,3,3,3,0.364179992,incident,KM0001973,closed,0,20-12-2013 09:28,,20-12-2013 11:34,20-12-2013 11:34,"1,31,41,66,667",Software,1,SD0069019,,,
WBA000133,application,Web Based Application,WBS000073,IM0023223,Closed,4,5,4,0.048750358,incident,KM0000711,closed,2,20-12-2013 09:32,,23-12-2013 14:29,23-12-2013 14:29,"1,54,40,83,333",User error,1,SD0069015,,,
WBA000008,application,Web Based Application,WBS000167,IM0023224,Closed,5,5,5,0.525172932,incident,KM0000069,closed,2,20-12-2013 09:33,,23-12-2013 09:46,23-12-2013 09:46,"10,715",User error,1,SD0069017,,,
DTA000027,application,Desktop Application,WBS000217,IM0023225,Closed,4,4,4,0.436914794,incident,KM0001145,closed,0,20-12-2013 09:40,,20-12-2013 12:27,20-12-2013 12:27,"2,78,30,55,556",Other,1,SD0069020,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0023226,Closed,4,4,4,0.081393237,incident,KM0001345,closed,0,20-12-2013 09:43,,20-12-2013 10:41,20-12-2013 10:41,"0,966388889",Software,1,SD0069021,,,
DSK000292,computer,Desktop,WBS000091,IM0023227,Closed,5,5,5,0.839453162,incident,KM0001446,closed,0,20-12-2013 09:52,,27-12-2013 11:03,27-12-2013 11:04,"3,26,96,11,111",Hardware,1,SD0069024,,,
SBA000462,application,Server Based Application,WBS000073,IM0023228,Closed,4,4,4,0.408617679,incident,KM0001883,closed,0,20-12-2013 10:00,,20-12-2013 10:54,20-12-2013 10:54,"0,903888889",Software,1,SD0069027,,,
WBA000144,application,Web Based Application,WBS000318,IM0023229,Closed,4,4,4,0.844905615,incident,KM0000839,closed,1,20-12-2013 10:49,,20-12-2013 11:11,20-12-2013 11:11,"0,368333333",Software,1,SD0069042,,,
SBA000017,application,Server Based Application,WBS000099,IM0023230,Closed,NS,3,NA,0.578691125,incident,KM0000480,closed,0,20-12-2013 11:07,,,20-12-2013 11:09,"0,034444444",User error,1,SD0069273,,,
WBA000011,application,Web Based Application,WBS000152,IM0023231,Closed,5,5,5,0.528644066,incident,KM0001193,closed,0,20-12-2013 11:11,,20-12-2013 14:20,20-12-2013 14:21,"3,17",Software,1,SD0069270,,,
EXC000004,application,Exchange,WBS000094,IM0023232,Closed,5,5,5,0.432532571,request for information,KM0001237,closed,3,20-12-2013 11:16,,24-12-2013 09:44,24-12-2013 09:44,"1,94,71,66,667",Operator error,1,SD0069045,,,
SBA000609,application,Server Based Application,WBS000263,IM0023233,Closed,5,5,5,0.720348819,request for information,KM0001825,closed,0,20-12-2013 11:27,,31-12-2013 09:27,31-12-2013 09:27,"5,05,00,83,333",Other,1,SD0069283,,,
DTA000032,application,Desktop Application,WBS000133,IM0023234,Closed,3,3,3,0.507871688,incident,KM0000908,closed,0,20-12-2013 11:27,,23-12-2013 14:08,23-12-2013 14:08,"1,31,85,55,556",Unknown,1,SD0069279,,,
WBA000103,application,Web Based Application,WBS000073,IM0023235,Closed,5,5,5,0.066749093,incident,KM0000784,closed,0,20-12-2013 11:31,,24-12-2013 13:39,24-12-2013 13:39,"2,31,425",Other,1,SD0069280,,,
WBA000144,application,Web Based Application,WBS000318,IM0023236,Closed,4,4,4,0.031692686,incident,KM0000846,closed,1,20-12-2013 11:43,,20-12-2013 12:03,20-12-2013 12:03,"0,323055556",User error,1,SD0069285,,,
